song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
I Still Haven't Found What I'm Looking For - Remastered 2007,35,277480,0.0139,0.565,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,0.686
Drive,71,234493,0.124,0.582,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504
Don't You (Forget About Me),74,260680,0.0843,0.672,0.792,0.0605,2,0.302,-7.033,1,0.0264,111.277,4,0.683
You Got It,68,210266,0.596,0.649,0.618,1.46E-06,9,0.192,-10.728,1,0.0265,114.688,4,0.667
Easy Lover,70,304506,0.0674,0.749,0.699,0.00192,1,0.0763,-13.108,1,0.0371,128.904,4,0.935
You Make My Dreams,64,190706,0.261,0.737,0.569,0.311,5,0.046,-6.702,1,0.0553,167.196,4,0.912
Your Love,72,221840,0.103,0.555,0.757,1.16E-06,1,0.0631,-7.868,0,0.0601,129.607,4,0.582
I Love Rock 'N Roll,66,175173,0.326,0.535,0.716,0,4,0.659,-5.025,1,0.0431,94.379,4,0.901
Maneater,76,271893,0.0351,0.727,0.685,4.43E-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812
I'm So Excited,67,230640,0.0962,0.59,0.868,0.000322,5,0.442,-5.832,0,0.048,184.348,4,0.798
Black Velvet,72,287440,0.273,0.754,0.366,9.04E-05,8,0.106,-10.07,1,0.0312,91.147,4,0.469
We Built This City,75,296080,0.052,0.661,0.908,0,5,0.0708,-4.897,1,0.039,144.091,4,0.656
Should I Stay or Should I Go - Remastered,79,188986,0.079,0.742,0.833,0,2,0.384,-6.463,1,0.115,113.375,4,0.816
Dancing In the Dark,75,241306,0.0115,0.527,0.942,0,1,0.188,-5.64,0,0.0366,148.723,4,0.495
Time After Time,74,243066,0.576,0.724,0.436,1.19E-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
Thunderstruck,82,292880,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,4,0.257
Wake Me Up Before You Go-Go - Remastered,62,232280,0.0986,0.607,0.795,0,0,0.059,-5.137,1,0.0496,81.298,4,0.815
Arthur's Theme (Best That You Can Do) - Remastered Version,69,234493,0.169,0.526,0.515,0.000816,9,0.181,-11.169,1,0.0389,136.543,4,0.518
Fast Car,79,296800,0.313,0.711,0.292,0,4,0.131,-15.523,0,0.037,103.951,4,0.194
Holiday,63,231560,0.0251,0.813,0.699,0.0135,7,0.0527,-8.656,1,0.0458,117.548,4,0.732
The Final Countdown,58,239120,0.0332,0.539,0.858,0.000347,6,0.0562,-4.639,0,0.0444,117.841,4,0.353
Forever Young,77,226706,0.42,0.489,0.483,0.0028,9,0.236,-9.466,0,0.0275,136.822,4,0.333
You Can Call Me Al,69,276360,0.126,0.777,0.725,0.0108,5,0.0917,-9.012,1,0.047,128.349,4,0.851
Purple Rain,16,522306,0.0416,0.383,0.57,0.00683,10,0.746,-7.019,1,0.0318,114.147,4,0.183
Give It Up,63,245800,0.08,0.84,0.654,0.000259,3,0.063,-12.135,1,0.0621,125.68,4,0.841
Just Can't Get Enough,71,220893,0.403,0.766,0.772,0.0584,0,0.183,-9.362,1,0.0353,128.166,4,0.92
Break My Stride,62,180240,0.2,0.901,0.654,0,10,0.165,-10.15,1,0.0655,110.131,4,0.781
9 to 5,75,162466,0.416,0.554,0.783,1.54E-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
Girls Just Want to Have Fun,70,228120,0.414,0.705,0.847,3.21E-06,6,0.406,-2.588,1,0.0361,120.527,4,0.743
I Just Called To Say I Love You,71,262240,0.243,0.748,0.551,1.57E-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65
Total Eclipse of the Heart,75,269786,0.195,0.435,0.658,0,8,0.102,-8.179,1,0.0661,130.276,4,0.184
You're The Inspiration - 2006 Remastered Version,72,229240,0.368,0.583,0.602,0,11,0.22,-6.364,1,0.0274,74.008,4,0.388
Nothing's Gonna Stop Us Now,75,270333,0.0298,0.643,0.801,0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
Sweet Child O' Mine,81,354520,0.0852,0.454,0.91,0.0988,6,0.116,-7.766,1,0.0446,125.116,4,0.63
Money For Nothing,73,510933,0.0575,0.662,0.644,0.000481,2,0.0645,-9.367,0,0.0394,134.213,4,0.643
Tainted Love,26,162506,0.438,0.569,0.402,0,0,0.134,-10.151,1,0.0433,144.635,4,0.696
Eye of the Tiger,77,245620,0.132,0.817,0.599,0.000311,0,0.0873,-9.249,0,0.0328,108.873,4,0.548
Beat It - Single Version,68,257906,0.0518,0.782,0.867,1.40E-05,3,0.218,-3.763,0,0.0487,138.859,4,0.896
Red Red Wine,77,183733,0.00414,0.857,0.468,1.32E-05,1,0.269,-8.53,1,0.0476,89.119,4,0.843
Gloria,69,295066,0.135,0.775,0.866,0.0376,9,0.152,-3.598,1,0.0295,131.34,4,0.876
(I Just) Died In Your Arms,72,278626,0.0119,0.632,0.727,7.64E-05,11,0.0678,-11.209,0,0.0438,124.919,4,0.499
Careless Whisper,68,302600,0.232,0.583,0.545,0,2,0.133,-11.698,0,0.0351,153.25,4,0.8
Jump - Remastered Version,67,244106,0.123,0.553,0.838,3.01E-05,0,0.053,-5.824,1,0.0317,129.893,4,0.821
I'm So Excited,71,229466,0.103,0.688,0.858,0.000118,5,0.147,-6.496,0,0.0348,92.253,4,0.697
In The Air Tonight - 2015 Remastered,77,336453,0.551,0.446,0.239,4.10E-06,0,0.0697,-13.945,1,0.0316,189.507,4,0.298
Let's Dance - Single Version [Remastered],55,248586,0.00773,0.643,0.627,0.00259,8,0.123,-10.972,1,0.0405,114.477,4,0.725
Walk Of Life,38,249960,0.405,0.461,0.918,0.00033,4,0.126,-8.507,1,0.0959,172.435,4,0.802
The Best - Edit,70,250133,0.0149,0.681,0.83,0.00376,0,0.214,-6.088,1,0.0271,103.777,4,0.817
Material Girl,73,240280,0.333,0.742,0.883,7.51E-06,0,0.0964,-3.419,1,0.0329,136.506,4,0.978
Don't You Want Me - 2002 - Remaster,23,238000,0.184,0.734,0.744,0,9,0.181,-8.103,0,0.0391,117.651,4,0.961
Faith - Remastered,75,193200,0.0094,0.887,0.48,3.58E-05,11,0.0662,-11.994,1,0.117,95.846,4,0.607
She Drives Me Crazy,25,218906,0.164,0.796,0.693,1.77E-05,2,0.0408,-6.02,1,0.0413,108.8,4,0.954
All Night Long (All Night) - Single Version,38,260426,0.134,0.741,0.576,0.00795,1,0.0502,-12.044,1,0.0487,108.787,4,0.764
Kiss (45 Version),50,227493,0.0113,0.899,0.237,0.00152,7,0.098,-14.805,1,0.102,111.503,4,0.744
It's Raining Men,60,211533,0.461,0.66,0.927,5.73E-05,5,0.699,-5.867,0,0.156,136.247,4,0.458
The Boys Of Summer,31,288333,0.399,0.516,0.776,0.00128,6,0.21,-6.409,1,0.0412,177.399,4,0.859
Paradise City,77,405640,0.0169,0.273,0.952,0.0112,11,0.142,-8.762,1,0.0841,100.269,4,0.475
TRUE,68,328293,0.506,0.744,0.545,0.0977,0,0.0649,-9.361,1,0.0297,97.409,4,0.346
(I've Had) The Time of My Life,63,289066,0.0874,0.7,0.781,0.00342,6,0.059,-8.255,0,0.0507,108.695,4,0.385
"Take My Breath Away - Love Theme from ""Top Gun""",72,255733,0.0613,0.497,0.719,0,6,0.411,-9.397,1,0.0266,95.769,4,0.547
Our House,62,190840,0.0267,0.524,0.802,3.83E-06,0,0.224,-5.13,1,0.0432,121.35,4,0.712
The Look,70,237320,0.0531,0.634,0.838,8.34E-06,2,0.0522,-5.363,1,0.0413,95.011,4,0.541
Broken Wings,63,343933,0.134,0.286,0.5,4.57E-05,1,0.108,-14.281,0,0.0357,99.162,4,0.443
Invisible Touch - Remastered 2007,66,210133,0.202,0.623,0.94,0.00184,0,0.0472,-5.731,1,0.0365,131.037,4,0.837
Bye Bye Bye,71,200560,0.0408,0.614,0.928,0.00104,8,0.0845,-4.806,0,0.0516,172.656,4,0.879
Heal the World,70,384306,0.537,0.534,0.485,1.79E-06,9,0.104,-8.045,1,0.0467,80.923,4,0.102
I'll Be Missing You (feat. 112),75,301520,0.0522,0.862,0.479,0.00126,7,0.589,-9.199,1,0.0646,109.878,4,0.925
Wonderwall,23,258613,0.000807,0.409,0.892,0,2,0.207,-4.373,1,0.0336,174.426,4,0.651
Zombie,82,306410,0.0163,0.299,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
Black or White - Single Version,71,202853,0.0824,0.741,0.894,0.0527,4,0.089,-3.826,1,0.0495,114.869,4,0.96
Iris,77,289533,0.00125,0.315,0.715,7.97E-06,11,0.0942,-8.072,0,0.0362,155.925,3,0.497
No Diggity,40,304600,0.303,0.868,0.646,0,1,0.284,-4.674,0,0.288,88.641,4,0.67
Say My Name,72,271333,0.274,0.522,0.676,0,5,0.134,-3.571,0,0.16,67.427,4,0.746
Mambo No. 5 (A Little Bit of...),27,219600,0.107,0.607,0.802,0,5,0.305,-6.849,0,0.403,174.201,4,0.901
Kiss Me,25,205239,0.116,0.529,0.741,1.23E-06,3,0.0736,-5.661,1,0.0268,100.004,4,0.455
Don't Look Back in Anger,59,287826,0.0303,0.349,0.912,8.03E-06,0,0.12,-3.603,1,0.0692,164.001,4,0.224
Torn,72,244813,0.0746,0.559,0.928,5.56E-05,5,0.696,-3.04,1,0.0355,96.315,4,0.599
All That She Wants,68,211213,0.00526,0.707,0.628,8.21E-05,11,0.104,-9.684,1,0.0877,187.548,4,0.87
...Baby One More Time,78,211066,0.202,0.759,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907
I Want It That Way,80,213600,0.216,0.689,0.702,0,6,0.159,-5.642,0,0.0261,99.031,4,0.484
Return Of The Mack,73,213093,0.00631,0.715,0.833,0,2,0.164,-5.379,1,0.108,95.487,4,0.612
It's Oh So Quiet,52,217733,0.631,0.474,0.136,0,3,0.0717,-14.114,1,0.0595,124.412,3,0.2
Crash into Me,61,316333,0.218,0.529,0.654,0.00233,4,0.102,-10.04,1,0.0367,101.258,4,0.485
Would I Lie To You?,20,204586,0.352,0.567,0.602,0,11,0.15,-8.619,0,0.0786,202.351,4,0.767
Ghetto Supastar (That is What You Are),70,261133,0.0335,0.818,0.653,5.46E-06,1,0.22,-8.396,1,0.204,99.931,4,0.533
Ants Marching,51,271186,0.0187,0.637,0.856,1.99E-05,2,0.0157,-4.34,1,0.034,113.32,4,0.846
No Scrubs,81,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4,0.59
Gangsta's Paradise (feat. L.V.),27,241933,0.0372,0.641,0.63,0,8,0.4,-6.393,1,0.0521,79.955,4,0.415
Basket Case,81,181533,0.00293,0.442,0.943,8.71E-06,3,0.091,-3.205,1,0.0602,85.064,4,0.781
Smells Like Teen Spirit,81,301920,2.55E-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
Losing My Religion,28,267733,0.0767,0.672,0.841,0,9,0.135,-5.992,0,0.0285,125.437,4,0.82
Enjoy the Silence,71,255133,0.2,0.663,0.838,0.000177,0,0.0782,-5.744,0,0.0286,112.788,4,0.752
What's Up?,40,295493,0.156,0.566,0.57,0,11,0.118,-9.875,0,0.0285,134.537,4,0.491
Two Princes,74,256733,0.00162,0.543,0.912,2.10E-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836
Hero,71,257733,0.735,0.501,0.378,0,4,0.119,-9.37,1,0.029,119.987,4,0.178
Kiss From A Rose,55,289226,0.63,0.587,0.493,0,8,0.224,-8.368,1,0.0296,131.727,3,0.21
Truly Madly Deeply,72,277266,0.403,0.555,0.698,0,0,0.0851,-8.874,1,0.0287,168.12,4,0.816
Virtual Insanity - Remastered,59,228333,0.13,0.651,0.946,0,6,0.148,-4.717,1,0.101,91.911,4,0.508
Shoop,64,248573,0.0915,0.939,0.675,0,0,0.0565,-7.232,1,0.211,96.918,4,0.795
It Wasn't Me,39,227600,0.0561,0.853,0.606,0,0,0.313,-4.596,1,0.0713,94.759,4,0.654
The Rockafeller Skank - Short Edit,49,241466,0.00476,0.572,0.987,0.00679,7,0.348,-6.259,1,0.281,152.636,4,0.126
Hedonism (Just Because You Feel Good),51,207360,0.0874,0.563,0.536,0.000105,10,0.164,-9.488,1,0.0286,81.094,4,0.312
Are You Gonna Go My Way,75,211933,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777
If It Makes You Happy,62,324840,0.0409,0.541,0.692,0.000178,7,0.108,-7.056,1,0.0278,95.446,4,0.303
All Star,83,200373,0.0319,0.731,0.861,0,11,0.0829,-5.881,1,0.0323,104.034,4,0.78
Don't Speak,66,262746,0.274,0.499,0.761,9.38E-06,5,0.137,-5.436,0,0.0367,76.118,4,0.582
Save Tonight,59,236040,0.000154,0.548,0.742,3.97E-05,0,0.109,-6.536,1,0.0337,119.496,4,0.583
Killing Me Softly With His Song,72,298773,0.0279,0.765,0.29,1.02E-06,4,0.571,-17.117,0,0.139,92.409,4,0.506
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,70,283747,0.259,0.822,0.969,0.000162,7,0.39,-11.471,0,0.0582,128.007,4,0.765
"Boom, Boom, Boom, Boom!!",74,201840,0.0108,0.8,0.894,0.437,6,0.0285,-7.346,0,0.04,138.48,4,0.967
Wannabe,81,173026,0.101,0.768,0.864,0,11,0.162,-6.145,1,0.0324,110.008,4,0.891
Genie in a Bottle,73,217573,0.21,0.627,0.8,0.000123,1,0.137,-6.945,1,0.162,175.815,4,0.912
Can I Kick It?,72,251573,0.173,0.848,0.666,0.000699,0,0.129,-6.547,1,0.274,96.662,4,0.744
U Can't Touch This,73,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222,0,0.0875,133.148,4,0.866
Summertime - Single Edit,55,237093,0.00328,0.614,0.752,0,7,0.379,-6.271,1,0.0652,95.018,4,0.444
I Wish,59,249293,0.00137,0.669,0.809,0,7,0.38,-7.146,1,0.147,97.885,4,0.572
Hypnotize,69,230000,0.176,0.895,0.694,0,9,0.292,-4.384,1,0.275,93.944,4,0.632
My Love Is Your Love,58,260120,0.0449,0.77,0.471,3.95E-06,7,0.0669,-9.578,1,0.156,82.515,4,0.474
"Baby, I Love Your Way",73,249520,0.0528,0.651,0.747,0,1,0.207,-7.269,0,0.0699,147.518,4,0.776
The Sign,16,187710,0.0111,0.814,0.862,0.0289,7,0.026,-4.41,1,0.0442,97.008,4,0.889
Step by Step,63,267293,0.0274,0.787,0.63,6.69E-06,0,0.161,-12.295,1,0.0609,125.347,4,0.882
Nothing Compares 2 U,58,280040,0.0425,0.511,0.574,2.33E-05,5,0.105,-7.016,1,0.0273,119.917,4,0.161
Californication,82,329733,0.0021,0.592,0.767,0.00165,9,0.127,-2.788,0,0.027,96.483,4,0.328
Nothing Else Matters,29,388733,0.0505,0.558,0.364,5.02E-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.17
Livin' la Vida Loca,73,243160,0.00411,0.425,0.954,0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933
Doo Wop (That Thing),76,320266,0.0393,0.535,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
Bitter Sweet Symphony,32,358426,0.0415,0.389,0.889,0,9,0.463,-6.546,1,0.0442,171.121,4,0.524
MMMBop - Single Version,29,238533,0.00456,0.692,0.912,0.00273,9,0.0616,-7.733,1,0.0513,104.862,4,0.642
"Rhythm Is A Dancer - 7"" Edit",23,225866,0.251,0.794,0.756,0.000611,9,0.122,-11.331,0,0.0343,124.25,4,0.759
What Is Love,72,270373,0.0222,0.683,0.772,0.0149,7,0.203,-7.907,0,0.0311,123.871,4,0.737
Thank You,69,218360,0.3,0.725,0.583,0.000215,1,0.0665,-9.942,0,0.0424,79.984,4,0.765
Say You'll Be There - シングル・ミックス,68,235973,0.0149,0.726,0.679,1.49E-06,1,0.0837,-6.219,1,0.0473,107.02,4,0.751
Just A Girl,27,208400,0.0799,0.641,0.914,6.54E-05,2,0.132,-4.798,1,0.05,107.996,4,0.723
Pump Up The Jam,57,320306,0.0148,0.886,0.844,4.36E-06,10,0.0494,-9.224,0,0.0734,124.602,4,0.715
Damn I Wish I Was Your Lover,56,323400,0.281,0.563,0.806,1.49E-05,2,0.363,-6.826,1,0.0496,95.188,4,0.42
Runaway Train,70,265866,0.0132,0.613,0.72,0,0,0.104,-7.957,1,0.0425,117.341,4,0.561
This Is How We Do It,67,238800,0.0159,0.799,0.63,0,0,0.453,-9.279,1,0.0748,103.647,4,0.772
Ice Ice Baby,66,271466,0.027,0.98,0.535,1.68E-06,2,0.104,-16.035,1,0.058,115.744,4,0.675
Mr. Vain - Original Radio Edit,69,257466,0.0726,0.703,0.997,0.0235,9,0.123,-7.666,0,0.0399,132.872,4,0.391
Under The Bridge,83,264306,0.0576,0.559,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
Here Comes the Hotstepper,55,244813,0.0328,0.852,0.537,0.000248,7,0.229,-7.424,1,0.114,100.369,4,0.483
Butterfly,73,216733,0.00132,0.736,0.811,0.000142,9,0.107,-4.17,0,0.081,103.502,4,0.609
Groove Is In The Heart,66,231786,0.0153,0.694,0.881,0.0196,1,0.0851,-4.053,0,0.0701,121.554,4,0.924
I'm Too Sexy,63,170466,4.91E-05,0.683,0.739,0.0122,11,0.293,-12.831,0,0.0495,122.113,4,0.836
Together Again,68,301200,0.0788,0.873,0.591,0.0071,7,0.104,-8.942,1,0.102,123.091,4,0.496
Closing Time,33,273533,0.0204,0.481,0.865,1.24E-06,7,0.17,-5.498,1,0.0283,92.086,4,0.241
Better Off Alone,73,217573,0.00437,0.667,0.818,0.761,8,0.288,-9.149,0,0.0594,136.957,4,0.761
Lovefool - Radio Edit,35,193893,0.0443,0.644,0.599,0,9,0.286,-7.936,1,0.029,111.829,4,0.941
Song 2 - 2012 Remastered Version,77,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
Believe,77,239026,0.0082,0.652,0.917,0,6,0.0509,-6.72,1,0.0548,132.975,4,0.459
Close To You,56,330080,0.0105,0.762,0.646,2.14E-06,10,0.0406,-8.69,0,0.092,95.992,4,0.819
Linger,77,274706,0.0783,0.439,0.434,4.87E-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
Ironic,60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.37
Fly Away,71,221332,0.018,0.586,0.872,0,7,0.622,-5.066,1,0.0483,159.925,4,0.729
Come As You Are,77,218920,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539
I Don't Want to Miss a Thing,78,298760,0.165,0.383,0.662,0,2,0.248,-5.162,1,0.0333,121.154,4,0.138
Tom's Diner,23,227453,0.0191,0.867,0.531,0.0401,6,0.0429,-8.753,0,0.044,99.136,4,0.722
Praise You - Remastered,18,225973,0.0352,0.624,0.879,0.575,1,0.127,-6.663,1,0.0488,109.73,4,0.526
Man! I Feel Like A Woman!,34,233000,0.642,0.675,0.888,0,10,0.36,-3.018,1,0.0439,124.961,4,0.74
Breakfast At Tiffany's,70,257186,0.113,0.624,0.826,0,2,0.0938,-5.534,1,0.0287,110.372,4,0.526
Buddy Holly,17,159226,0.00271,0.556,0.92,0.00021,8,0.117,-4.606,1,0.0367,121.138,4,0.771
"Bills, Bills, Bills",65,256026,0.139,0.845,0.576,0,11,0.0764,-5.15,0,0.153,127.641,4,0.461
Vogue,66,316813,0.00379,0.737,0.88,0.00351,6,0.417,-6.449,1,0.0433,115.998,4,0.329
The Rhythm of the Night,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
Jaded,78,262453,0.037,0.766,0.271,0,0,0.175,-5.697,1,0.0412,116.02,4,0.0371
Exchange,81,194613,0.108,0.53,0.433,0,6,0.135,-10.598,1,0.185,160.14,4,0.274
This Way,79,211204,0.694,0.62,0.282,0,5,0.119,-10.533,0,0.0464,124.609,3,0.193
I Fall Apart,89,223346,0.0689,0.556,0.538,0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
Die For You,79,260253,0.111,0.586,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508
Easily,73,210240,0.491,0.772,0.256,0.00612,7,0.144,-8.545,0,0.0481,118.902,3,0.357
Doing It Wrong,72,265120,0.841,0.397,0.172,6.78E-05,6,0.108,-15.698,0,0.0445,101.275,4,0.123
Sure Thing,75,195373,0.0275,0.684,0.603,0.000311,11,0.191,-8.127,0,0.0989,81,4,0.504
From Time,71,322160,0.626,0.738,0.491,0,1,0.126,-9.726,0,0.413,94.378,4,0.448
Juke Jam (feat. Justin Bieber & Towkio),76,219683,0.716,0.505,0.397,0,5,0.0853,-9.349,1,0.324,95.063,1,0.558
Saved,81,206533,0.189,0.739,0.448,0,10,0.118,-10.28,0,0.138,81.044,4,0.553
The Way (feat. Chance the Rapper),71,262520,0.389,0.746,0.538,0,10,0.139,-6.479,1,0.32,101.018,4,0.516
Wicked Games,76,323746,0.00959,0.658,0.591,5.27E-06,9,0.325,-5.197,1,0.0309,114.078,4,0.326
Best Part (feat. H.E.R.),82,209831,0.808,0.524,0.364,0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
Marvins Room,66,347586,0.65,0.397,0.26,0.00142,9,0.0842,-17.302,0,0.124,78.175,4,0.295
LOVE. FEAT. ZACARI.,83,213400,0.264,0.8,0.585,0,10,0.153,-7.343,1,0.0924,126.058,4,0.779
Come and See Me (feat. Drake),46,235477,0.0538,0.807,0.346,2.55E-06,2,0.087,-10.275,1,0.0613,84.98,4,0.0608
Sober,77,252013,0.0972,0.699,0.601,1.17E-05,0,0.562,-6.48,1,0.0304,98.04,4,0.434
Get You (feat. Kali Uchis),70,277297,0.426,0.659,0.295,6.95E-05,11,0.0795,-8.528,0,0.0322,74.037,4,0.36
Coaster,79,199120,0.935,0.441,0.219,0,8,0.115,-14.586,1,0.0419,94.021,4,0.244
Don't,80,198293,0.222,0.765,0.356,0,11,0.0963,-5.556,0,0.196,97.001,4,0.19
Losin Control,7,240065,0.51,0.761,0.247,0.000275,6,0.0968,-6.597,1,0.145,97.013,4,0.262
Teenage Fever,33,219692,0.111,0.766,0.283,0.0172,8,0.115,-10.33,0,0.0846,97.04,4,0.144
Cutting Ties,72,261703,0.0099,0.788,0.601,2.30E-05,5,0.105,-6.673,1,0.0413,139.926,4,0.242
"Psycho, Pt. 2",77,161985,0.775,0.766,0.548,5.57E-06,10,0.1,-4.29,1,0.235,82.944,4,0.424
Love Galore (feat. Travis Scott),81,275080,0.111,0.795,0.594,0,0,0.162,-6.2,1,0.0747,135.002,4,0.409
Jungle,73,320400,0.614,0.508,0.234,0.000163,7,0.111,-8.724,1,0.109,195.092,4,0.392
oui,28,238320,0.203,0.41,0.726,0,5,0.107,-3.845,1,0.15,77.226,5,0.552
Hurt You,76,230026,0.3,0.484,0.716,0.00214,5,0.112,-7.193,0,0.167,184.131,4,0.365
Let Me Love You,80,256733,0.235,0.656,0.578,0,7,0.118,-8.97,0,0.0922,94.514,4,0.556
Nonchalant,67,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544
Shot Down,64,209185,0.885,0.769,0.511,0.000186,6,0.106,-6.673,1,0.0609,123.954,4,0.507
Poison,69,212992,0.711,0.689,0.394,0.000905,2,0.0859,-10.102,0,0.065,117.489,3,0.382
Novacane,23,302346,0.0542,0.763,0.516,0.000689,3,0.162,-9.267,1,0.115,93.5,4,0.363
Angels,73,170680,0.959,0.472,0.265,0.000499,6,0.1,-10.059,0,0.0356,111.558,4,0.204
Wylin',63,269268,0.112,0.492,0.489,0.00172,0,0.0911,-7.853,1,0.042,163.996,4,0.0348
Losing,60,225780,0.339,0.422,0.349,0.00024,4,0.108,-12.424,0,0.315,57,4,0.134
Broken,77,200627,0.0423,0.828,0.581,0.000903,0,0.109,-2.659,1,0.0429,133.999,4,0.145
Right My Wrongs,74,249320,0.344,0.538,0.449,0,1,0.157,-8.078,1,0.0463,132.639,4,0.27
The Morning,72,312426,0.317,0.652,0.549,0,6,0.104,-7.555,0,0.039,120.073,4,0.186
Best Friend,79,262231,0.395,0.575,0.714,0,6,0.115,-5.247,1,0.0596,144.982,4,0.32
True Colors,72,206013,0.284,0.624,0.424,0,1,0.173,-8.237,1,0.24,76.669,4,0.584
Redemption,69,333946,0.618,0.635,0.319,1.69E-06,0,0.117,-8.727,1,0.118,118.844,4,0.327
Drama (feat. Drake),74,251859,0.157,0.709,0.362,0,11,0.109,-9.814,1,0.055,122.043,4,0.113
Morning,71,206080,0.563,0.468,0.438,0,10,0.181,-8.227,1,0.0697,108.367,3,0.344
Luving U,6,252893,0.099,0.524,0.468,0.00131,10,0.112,-9.73,1,0.223,121.874,4,0.149
Some Kind Of Drug,74,222466,0.0705,0.586,0.525,0,0,0.0729,-8.968,1,0.498,126.51,4,0.491
Easy,72,314357,0.373,0.722,0.282,0.00557,5,0.147,-7.484,1,0.106,91.367,4,0.217
Shot For Me,48,224720,0.0555,0.566,0.465,0,2,0.567,-11.714,1,0.235,143.015,4,0.177
Alone,65,178773,0.0874,0.537,0.528,0,11,0.0855,-7.666,0,0.208,96.931,4,0.124
While We're Young,73,236160,0.107,0.454,0.791,2.10E-06,2,0.108,-6.013,1,0.335,127.638,4,0.791
Nikes,74,314075,0.695,0.543,0.394,0.000239,8,0.108,-9.637,1,0.0864,137.811,4,0.118
L$D,75,238306,0.193,0.598,0.252,0.138,2,0.0992,-15.086,1,0.0647,120.06,4,0.0352
Dark Times,31,260640,0.106,0.585,0.421,9.54E-06,7,0.14,-9.593,1,0.0707,132.986,3,0.24
i miss the old u,74,211127,0.31,0.716,0.812,0,7,0.551,-5.233,1,0.344,133.047,4,0.385
Feel No Ways,69,240653,0.0319,0.589,0.673,5.68E-06,7,0.108,-7.082,1,0.167,193.783,4,0.209
Ooh Nah Nah (feat. Masego),62,240000,0.052,0.85,0.273,2.22E-06,7,0.104,-11.567,0,0.278,116.894,4,0.572
Frustrated,67,201463,0.321,0.441,0.57,0,2,0.0862,-6.186,1,0.0553,122.329,4,0.229
All My Friends (feat. Tinashe & Chance the Rapper),75,229746,0.119,0.689,0.521,8.41E-05,0,0.108,-5.845,1,0.132,95.055,4,0.178
Too Fast,69,308005,0.316,0.395,0.33,1.89E-05,4,0.268,-10.924,0,0.0408,98.813,3,0.102
She Don't (feat. Ty Dolla $Ign),76,264097,0.268,0.65,0.478,0,7,0.177,-7.512,0,0.05,99.979,4,0.147
Think About Me,70,246240,0.0607,0.547,0.294,0.786,7,0.0933,-10.202,1,0.0482,105.027,4,0.11
Let's Get Lost,69,240680,0.103,0.671,0.672,3.98E-05,4,0.074,-9.188,0,0.12,117.96,4,0.186
Location,12,224000,0.455,0.764,0.262,0.0249,1,0.104,-17.074,0,0.446,80.047,4,0.29
Coloring,65,219973,0.497,0.645,0.264,0.064,0,0.113,-10.075,1,0.0266,76.025,4,0.221
With Me,68,419500,0.0314,0.771,0.466,0.000761,0,0.31,-8.651,1,0.0308,110.011,4,0.245
When The Sun Goes Down,18,200013,0.0346,0.349,0.87,0,11,0.129,-4.746,0,0.183,169.649,4,0.417
A-Punk,71,137760,0.0102,0.551,0.821,0.0438,2,0.153,-4.489,1,0.0539,174.923,4,0.842
Golden Skans,31,165120,0.000418,0.463,0.836,7.38E-06,2,0.25,-2.776,0,0.0381,141.955,4,0.713
Last Nite,73,193506,0.0285,0.624,0.91,0.000198,0,0.0789,-5.703,1,0.0297,104.042,4,0.767
